,Pd,Ps,CompSpeed,ST,CompSpeed_rated,Fw,T_dis,SSH,EXV,Fan,ODU_Mode,STARTUP_Mode,DEFROST_Mode,Current,WORK_MINUTES,Timedelta,flag,Fan_cu,Comp_cu,T_dis_es,T_dis_delay,T_diff
2023-03-29 15:41:10.294,2923.1716796875,860.4554931640625,4198.800201416016,15.899999618530273,3600,0.8,83.5,13.512619972229004,96,1177,3,0,0,14.462332725524902,387.4661865234375,0,1,0.4026858799,14.059646845624902,82.9850198911697,82.9850198911697,-0.5149801088303008
2023-03-29 15:41:13.016,2921.7732421875,861.6719848632813,4198.800201416016,15.899999618530273,3600,0.8,83.39999389648438,13.467384338378906,96,1172,3,0,0,14.488893508911133,387.51617431640625,2,1,0.4009655441,14.087927964811133,82.8808489718845,82.982957168765,-0.4170367277193776
2023-03-29 15:41:15.801,2917.57841796875,861.6719848632813,4204.800109863281,15.899999618530273,3600,0.8,83.5,13.467384338378906,96,1178,3,0,0,14.480039596557617,387.566162109375,5,1,0.40303397890000003,14.077005617657617,82.78624809093932,82.97714353692369,-0.5228564630763088
2023-03-29 15:41:19.593,2917.57841796875,863.496875,4200.0,15.899999618530273,3600,0.8,83.5,13.39952278137207,96,1170,3,0,0,14.462332725524902,387.6328125,9,1,0.4002814333,14.062051292224902,82.67632492709244,82.96534827051879,-0.5346517294812116
2023-03-29 15:41:22.330,2917.57841796875,861.6719848632813,4200.0,16.0,3600,0.8,83.5,13.567383766174316,96,1174,3,0,0,14.471185684204102,387.6661376953125,12,1,0.4016577061,14.069527978104102,82.8695398154974,82.96251670274908,-0.5374832972509154
2023-03-29 15:41:29.597,2914.78154296875,861.0638305664063,4203.000183105469,16.0,3600,0.8,83.5,13.589999198913574,96,1170,3,0,0,14.453479766845703,387.7994384765625,19,1,0.4002814333,14.053198333545703,82.84122334130814,82.9543165219113,-0.545683478088705
2023-03-29 15:41:32.542,2911.984912109375,862.8885375976563,4198.800201416016,16.0,3600,0.8,83.39999389648438,13.522146224975586,96,1173,3,0,0,14.462332725524902,387.84942626953125,22,1,0.4013096071,14.061023118424902,82.6655496881204,82.94578217220972,-0.45421172427465706
2023-03-29 15:41:36.056,2913.383349609375,862.280322265625,4200.600128173828,16.0,3600,0.8,83.39999389648438,13.54476261138916,96,1171,3,0,0,14.453479766845703,387.8994140625,25,1,0.4006254963,14.052854270545703,82.73536713957792,82.93956346818692,-0.46043042829745673
2023-03-29 15:41:39.009,2909.18828125,859.2389404296875,4205.3997802734375,16.0,3600,0.8,83.5,13.657857894897461,96,1171,3,0,0,14.435771942138672,387.94940185546875,28,1,0.4006254963,14.035146445838672,82.81756288683836,82.93595780609839,-0.5640421939016136
2023-03-29 15:42:03.120,2902.19658203125,861.6719848632813,4196.999816894531,16.0,3600,0.8,83.5,13.567383766174316,96,1172,3,0,0,14.391505241394043,388.34930419921875,52,1,0.4009655441,13.990539697294043,82.50365478226118,82.84371638523484,-0.6562836147651581
2023-03-29 15:42:05.704,2900.79814453125,858.0223876953125,4195.199890136719,16.0,3600,0.8,83.5,13.70309829711914,96,1173,3,0,0,14.391505241394043,388.3992919921875,55,1,0.4013096071,13.990195634294043,82.68262910262604,82.83895553654521,-0.6610444634547861
2023-03-29 15:42:08.468,2899.399951171875,858.0223876953125,4202.400054931641,16.0,3600,0.8,83.5,13.70309829711914,96,1169,3,0,0,14.400358200073242,388.4326171875,58,1,0.3999333343,14.000424865773242,82.65485725755066,82.8335146101349,-0.6664853898651018
2023-03-29 15:42:11.235,2900.79814453125,858.6306030273438,4195.800018310547,16.0,3600,0.8,83.39999389648438,13.68048095703125,96,1176,3,0,0,14.400358200073242,388.48260498046875,60,1,0.40234181690000004,13.998016383173242,82.6474077303233,82.82982944700788,-0.5701644494764935
2023-03-29 15:42:24.526,2900.79814453125,858.0223876953125,4196.400146484375,16.0,3600,0.8,83.39999389648438,13.70309829711914,96,1166,3,0,0,14.400358200073242,388.71588134765625,74,1,0.3989051605,14.001453039573242,82.68352035959724,82.81071536965136,-0.589278526833013
2023-03-29 15:42:30.221,2898.001513671875,858.6306030273438,4193.399963378906,16.0,3600,0.8,83.39999389648438,13.68048095703125,96,1161,3,0,0,14.391505241394043,388.7991943359375,79,1,0.39718078870000006,13.994324452694043,82.57937372837277,82.79943270466926,-0.6005611918151175
2023-03-29 15:42:32.960,2896.6033203125,855.5892211914063,4198.800201416016,16.0,3600,0.8,83.39999389648438,13.79357624053955,96,1150,3,0,0,14.364944458007812,388.84918212890625,82,1,0.39340006930000004,13.971544388707812,82.72892022839348,82.79734874605475,-0.6026451504296233
2023-03-29 15:42:34.962,2893.8064453125,859.2389404296875,4199.399871826172,16.0,3600,0.8,83.30000305175781,13.657857894897461,96,1168,3,0,0,14.382651329040527,388.88250732421875,84,1,0.3995892713,13.983062057740527,82.4487933181677,82.79044688615646,-0.509556165601353
2023-03-29 15:42:51.992,2899.399951171875,862.280322265625,4202.400054931641,16.0,3600,0.8,83.39999389648438,13.54476261138916,96,1153,3,0,0,14.382651329040527,389.165771484375,101,1,0.3944282431,13.988223085940527,82.406046556964,82.73035159019175,-0.66964230629263
2023-03-29 15:43:00.219,2899.399951171875,855.5892211914063,4203.599853515625,16.0,3600,0.8,83.39999389648438,13.79357624053955,96,1161,3,0,0,14.373797416687012,389.299072265625,109,1,0.39718078870000006,13.976616627987012,82.79885817401559,82.7356186266527,-0.6643752698316803
2023-03-29 15:43:04.714,2900.79814453125,861.0638305664063,4197.599945068359,16.0,3600,0.8,83.39999389648438,13.589999198913574,96,1172,3,0,0,14.391505241394043,389.38238525390625,114,1,0.4009655441,13.990539697294043,82.50646525416647,82.72444268479894,-0.6755512116854305
2023-03-29 15:43:07.480,2902.19658203125,859.2389404296875,4198.800201416016,16.0,3600,0.8,83.30000305175781,13.657857894897461,96,1171,3,0,0,14.400358200073242,389.432373046875,117,1,0.4006254963,13.999732703773242,82.64711970875814,82.72215744549761,-0.5778456062601975
2023-03-29 15:43:13.182,2903.59501953125,859.8471557617188,4204.800109863281,16.0,3600,0.8,83.39999389648438,13.635241508483887,96,1172,3,0,0,14.400358200073242,389.51568603515625,122,1,0.4009655441,13.999392655973242,82.64910168209376,82.71859447387287,-0.6813994226115057
2023-03-29 15:43:15.758,2904.993212890625,861.0638305664063,4202.400054931641,16.0,3600,0.8,83.30000305175781,13.589999198913574,96,1172,3,0,0,14.409212112426758,389.565673828125,125,1,0.4009655441,14.008246568326758,82.60929842604062,82.71536428749393,-0.584638764263886
