Ps,I_test,CompSpeed,P_dis_es,P_dis
1714.732666,0.002282,0.000000,1864.153564,1048.650024
1714.124390,0.002282,0.000000,1863.604248,1048.650024
1714.124390,0.002282,0.000000,1863.604248,1048.650024
1712.907837,0.002282,0.000000,1862.505615,1048.650024
1712.907837,0.002282,0.000000,1862.505615,1048.650024
1713.516235,0.002282,0.000000,1863.054932,1048.650024
1712.907837,0.002282,0.000000,1862.505615,1048.650024
1712.299438,0.002282,0.000000,1861.956299,1048.650024
1711.691284,0.002282,0.000000,1861.406982,1048.650024
1712.299438,0.002282,0.000000,1861.956299,1048.650024
1712.299438,0.002282,0.000000,1861.956299,1048.650024
1711.083008,0.002282,0.000000,1860.583008,1048.650024
1711.083008,0.002282,0.000000,1860.583008,1048.650024
1711.691284,0.002282,0.000000,1861.406982,1048.650024
1711.083008,0.002282,0.000000,1860.583008,1048.650024
1710.474854,0.002282,0.000000,1859.759033,1048.650024
1710.474854,0.002282,0.000000,1859.759033,1048.650024
1709.866455,0.002282,0.000000,1859.209717,1048.650024
1709.866455,0.002282,0.000000,1859.209717,1048.650024
1709.866455,0.002282,0.000000,1859.209717,1048.650024
1709.258179,0.002282,0.000000,1858.660400,1048.650024
1710.474854,0.002282,0.000000,1859.759033,1048.650024
1709.866455,0.002282,0.000000,1859.209717,1048.650024
1709.258179,0.002282,0.000000,1858.660400,1048.650024
1708.649902,0.002282,0.000000,1858.111084,1048.650024
1709.258179,0.002282,0.000000,1858.660400,1048.650024
1709.258179,0.002282,0.000000,1858.660400,1048.650024
1709.258179,0.002282,0.000000,1858.660400,1048.650024
1708.649902,0.002282,0.000000,1858.111084,1048.650024
1708.649902,0.002282,0.000000,1858.111084,1048.650024
1708.041626,0.002282,0.000000,1857.561768,1048.650024
1708.041626,0.002282,0.000000,1857.561768,1048.650024
1708.041626,0.002282,0.000000,1857.561768,1048.650024
1707.433472,0.002282,0.000000,1857.012451,1048.650024
1708.041626,0.002282,0.000000,1857.561768,1048.650024
1708.041626,0.002282,0.000000,1857.561768,1048.650024
1706.825073,0.002282,0.000000,1856.463135,1048.650024
1707.433472,0.002282,0.000000,1857.012451,1048.650024
1707.433472,0.002282,0.000000,1857.012451,1048.650024
1707.433472,0.002282,0.000000,1857.012451,1048.650024
1707.433472,0.002282,0.000000,1857.012451,1048.650024
1707.433472,0.002282,0.000000,1857.012451,1048.650024
1706.216797,0.002282,0.000000,1855.913818,1048.650024
1706.825073,0.002282,0.000000,1856.463135,1048.650024
1706.216797,0.002282,0.000000,1855.913818,1048.650024
1706.216797,0.002282,0.000000,1855.913818,1048.650024
1706.216797,0.002282,0.000000,1855.913818,1048.650024
1705.000244,0.002282,0.000000,1854.265869,1048.650024
1705.608521,0.002282,0.000000,1854.815186,1048.650024
1705.608521,0.002282,0.000000,1854.815186,1048.650024
1705.000244,0.002282,0.000000,1854.265869,1048.650024
1706.216797,0.002282,0.000000,1855.913818,1048.650024
1705.000244,0.002282,0.000000,1854.265869,1048.650024
1705.000244,0.002282,0.000000,1854.265869,1048.650024
1705.608521,0.002282,0.000000,1854.815186,1048.650024
1705.000244,0.002282,0.000000,1854.265869,1048.650024
1705.000244,0.002282,0.000000,1854.265869,1048.650024
1705.000244,0.002282,0.000000,1854.265869,1048.650024
1705.000244,0.002282,0.000000,1854.265869,1048.650024
1705.000244,0.002282,0.000000,1854.265869,1048.650024
1704.392090,0.002282,0.000000,1853.716553,1048.650024
1704.392090,0.002282,0.000000,1853.716553,1048.650024
1703.783691,0.002282,0.000000,1853.167236,1048.650024
1704.392090,0.002282,0.000000,1853.716553,1048.650024
1704.392090,0.002282,0.000000,1853.716553,1048.650024
1704.392090,0.002282,0.000000,1853.716553,1048.650024
1705.000244,0.002282,0.000000,1854.265869,1048.650024
1703.175415,0.002282,0.000000,1852.617920,1048.650024
