,Pd,Ps,CompSpeed,ST,CompSpeed_rated,Fw,T_dis,SSH,EXV,Fan,ODU_Mode,STARTUP_Mode,DEFROST_Mode,Current,WORK_MINUTES,Timedelta,flag,Fan_cu,Comp_cu,P_dis_es,P_diff
2023-03-29 09:11:49.478,1443.0869140625,1448.916015625,0.0,22.0,3600,0.8,22.19999885559082,-0.6356642246246338,0,0,1,0,0,0.0,0.0,0,2,-0.0022823862999999996,0.0022823862999999996,1597.1857421875,154.09882812499995
2023-03-29 09:11:51.311,1443.0869140625,1449.524169921875,0.0,22.0,3600,0.8,22.19999885559082,-0.6502278447151184,0,0,1,0,0,0.0,0.0,1,2,-0.0022823862999999996,0.0022823862999999996,1597.73505859375,154.64814453124995
2023-03-29 09:11:53.307,1444.4853515625,1449.524169921875,0.0,22.0,3600,0.8,22.19999885559082,-0.6502278447151184,0,0,1,0,0,0.0,0.0,3,2,-0.0022823862999999996,0.0022823862999999996,1597.73505859375,153.24970703124995
2023-03-29 09:11:55.308,1444.4853515625,1449.524169921875,0.0,22.0,3600,0.8,22.19999885559082,-0.6502278447151184,0,0,1,0,0,0.0,0.0,5,2,-0.0022823862999999996,0.0022823862999999996,1597.73505859375,153.24970703124995
2023-03-29 09:11:57.325,1444.4853515625,1449.524169921875,0.0,22.0,3600,0.8,22.19999885559082,-0.6502278447151184,0,0,1,0,0,0.0,0.0,7,2,-0.0022823862999999996,0.0022823862999999996,1597.73505859375,153.24970703124995
2023-03-29 09:11:59.332,1443.0869140625,1449.524169921875,0.0,22.099998474121094,3600,0.8,22.19999885559082,-0.550227701663971,0,0,1,0,0,0.0,0.0,9,2,-0.0022823862999999996,0.0022823862999999996,1597.73505859375,154.64814453124995
2023-03-29 09:12:01.344,1444.4853515625,1449.524169921875,0.0,22.0,3600,0.8,22.19999885559082,-0.6502278447151184,0,0,1,0,0,0.0,0.0,11,2,-0.0022823862999999996,0.0022823862999999996,1597.73505859375,153.24970703124995
2023-03-29 09:12:03.346,1443.0869140625,1449.524169921875,0.0,22.099998474121094,3600,0.8,22.19999885559082,-0.550227701663971,0,0,1,0,0,0.0,0.0,13,2,-0.0022823862999999996,0.0022823862999999996,1597.73505859375,154.64814453124995
2023-03-29 09:12:05.366,1443.0869140625,1450.1324462890625,0.0,22.099998474121094,3600,0.8,22.299999237060547,-0.5647998452186584,0,0,1,0,0,0.0,0.0,15,2,-0.0022823862999999996,0.0022823862999999996,1598.284375,155.19746093749995
2023-03-29 09:12:07.366,1444.4853515625,1449.524169921875,0.0,22.099998474121094,3600,0.8,22.299999237060547,-0.550227701663971,0,0,1,0,0,0.0,0.0,17,2,-0.0022823862999999996,0.0022823862999999996,1597.73505859375,153.24970703124995
2023-03-29 09:12:09.379,1443.0869140625,1449.524169921875,0.0,22.0,3600,0.8,22.299999237060547,-0.6502278447151184,0,0,1,0,0,0.0,0.0,19,2,-0.0022823862999999996,0.0022823862999999996,1597.73505859375,154.64814453124995
2023-03-29 09:12:11.400,1444.4853515625,1450.1324462890625,0.0,22.099998474121094,3600,0.8,22.299999237060547,-0.5647998452186584,0,0,10,0,0,0.0,0.0,21,2,-0.0022823862999999996,0.0022823862999999996,1598.284375,153.79902343749995
2023-03-29 09:12:13.401,1443.0869140625,1450.1324462890625,0.0,22.099998474121094,3600,0.8,22.299999237060547,-0.5647998452186584,0,0,10,2,0,0.0,0.0,23,2,-0.0022823862999999996,0.0022823862999999996,1598.284375,155.19746093749995
2023-03-29 09:12:15.411,1444.4853515625,1450.1324462890625,0.0,22.099998474121094,3600,0.8,22.299999237060547,-0.5647998452186584,0,0,10,4,0,0.0,0.0,25,2,-0.0022823862999999996,0.0022823862999999996,1598.284375,153.79902343749995
2023-03-29 09:12:17.448,1445.8836669921875,1450.1324462890625,0.0,22.099998474121094,3600,0.8,22.19999885559082,-0.5647998452186584,0,0,10,5,0,0.0,0.0,27,2,-0.0022823862999999996,0.0022823862999999996,1598.284375,152.40070800781245
2023-03-29 09:12:19.463,1444.4853515625,1450.1324462890625,0.0,22.099998474121094,3600,0.8,22.299999237060547,-0.5647998452186584,0,0,10,5,0,0.0,0.0,29,2,-0.0022823862999999996,0.0022823862999999996,1598.284375,153.79902343749995
2023-03-29 09:12:21.465,1444.4853515625,1450.1324462890625,0.0,22.099998474121094,3600,0.8,22.399999618530273,-0.5647998452186584,0,0,10,5,0,0.0,0.0,31,2,-0.0022823862999999996,0.0022823862999999996,1598.284375,153.79902343749995
2023-03-29 09:12:23.482,1444.4853515625,1450.1324462890625,0.0,22.099998474121094,3600,0.8,22.299999237060547,-0.5647998452186584,0,0,10,5,0,0.0,0.0,34,2,-0.0022823862999999996,0.0022823862999999996,1598.284375,153.79902343749995
2023-03-29 09:12:25.498,1445.8836669921875,1450.74072265625,0.0,22.099998474121094,3600,0.8,22.19999885559082,-0.5793677568435669,0,0,10,5,0,0.0,0.0,36,2,-0.0022823862999999996,0.0022823862999999996,1598.83369140625,152.95002441406245
2023-03-29 09:12:27.514,1444.4853515625,1450.74072265625,0.0,22.099998474121094,3600,0.8,22.299999237060547,-0.5793677568435669,0,0,10,5,0,0.0,0.0,38,2,-0.0022823862999999996,0.0022823862999999996,1598.83369140625,154.34833984374995
2023-03-29 09:12:29.532,1445.8836669921875,1450.74072265625,0.0,22.099998474121094,3600,0.8,22.299999237060547,-0.5793677568435669,0,0,10,5,0,0.0,0.0,40,2,-0.0022823862999999996,0.0022823862999999996,1598.83369140625,152.95002441406245
2023-03-29 09:12:31.544,1444.4853515625,1450.74072265625,0.0,22.099998474121094,3600,0.8,22.299999237060547,-0.5793677568435669,0,0,10,5,0,0.0,0.0,42,2,-0.0022823862999999996,0.0022823862999999996,1598.83369140625,154.34833984374995
