,Pd,Ps,CompSpeed,ST,CompSpeed_rated,Fw,T_dis,SSH,EXV,Fan,ODU_Mode,STARTUP_Mode,DEFROST_Mode,Current,WORK_MINUTES,Timedelta,flag,Fan_cu,Comp_cu,P_dis_es,P_diff
2023-03-28 09:01:59.798,1473.850341796875,1482.9793701171875,0.0,26.200002670288086,3600,0.8,26.299997329711914,2.7590603828430176,0,0,1,0,0,0.0,0.0,0,2,-0.0022823862999999996,0.0022823862999999996,1631.243359375,157.39301757812495
2023-03-28 09:02:01.092,1473.850341796875,1482.9793701171875,0.0,26.200002670288086,3600,0.8,26.599998474121094,2.7590603828430176,0,0,1,0,0,0.0,0.0,1,2,-0.0022823862999999996,0.0022823862999999996,1631.243359375,157.39301757812495
2023-03-28 09:02:03.086,1473.850341796875,1482.9793701171875,0.0,26.200002670288086,3600,0.8,26.39999771118164,2.7590603828430176,0,0,1,0,0,0.0,0.0,3,2,-0.0022823862999999996,0.0022823862999999996,1631.243359375,157.39301757812495
2023-03-28 09:02:05.108,1473.850341796875,1482.9793701171875,0.0,26.200002670288086,3600,0.8,26.299997329711914,2.7590603828430176,0,0,1,0,0,0.0,0.0,5,2,-0.0022823862999999996,0.0022823862999999996,1631.243359375,157.39301757812495
2023-03-28 09:02:07.109,1475.24853515625,1482.9793701171875,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.7590603828430176,0,0,1,0,0,0.0,0.0,7,2,-0.0022823862999999996,0.0022823862999999996,1631.243359375,155.99482421874995
2023-03-28 09:02:09.124,1473.850341796875,1482.9793701171875,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.7590603828430176,0,0,1,0,0,0.0,0.0,9,2,-0.0022823862999999996,0.0022823862999999996,1631.243359375,157.39301757812495
2023-03-28 09:02:11.126,1473.850341796875,1482.9793701171875,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.7590603828430176,0,0,1,0,0,0.0,0.0,11,2,-0.0022823862999999996,0.0022823862999999996,1631.243359375,157.39301757812495
2023-03-28 09:02:13.137,1472.4520263671875,1482.9793701171875,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.7590603828430176,0,0,10,1,0,0.0,0.0,13,2,-0.0022823862999999996,0.0022823862999999996,1631.243359375,158.79133300781245
2023-03-28 09:02:15.147,1473.850341796875,1482.9793701171875,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.7590603828430176,0,0,10,3,0,0.0,0.0,15,2,-0.0022823862999999996,0.0022823862999999996,1631.243359375,157.39301757812495
2023-03-28 09:02:17.158,1472.4520263671875,1482.9793701171875,0.0,26.200002670288086,3600,0.8,26.39999771118164,2.7590603828430176,0,0,10,5,0,0.0,0.0,17,2,-0.0022823862999999996,0.0022823862999999996,1631.243359375,158.79133300781245
2023-03-28 09:02:19.170,1473.850341796875,1482.9793701171875,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.7590603828430176,0,0,10,5,0,0.0,0.0,19,2,-0.0022823862999999996,0.0022823862999999996,1631.243359375,157.39301757812495
2023-03-28 09:02:21.171,1472.4520263671875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.773289203643799,0,0,10,5,0,0.0,0.0,21,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,158.24201660156245
2023-03-28 09:02:23.191,1472.4520263671875,1482.9793701171875,0.0,26.200002670288086,3600,0.8,26.39999771118164,2.7590603828430176,0,0,10,5,0,0.0,0.0,23,2,-0.0022823862999999996,0.0022823862999999996,1631.243359375,158.79133300781245
2023-03-28 09:02:25.209,1473.850341796875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.773289203643799,0,0,10,5,0,0.0,0.0,25,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,156.84370117187495
2023-03-28 09:02:27.210,1472.4520263671875,1482.9793701171875,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.7590603828430176,0,0,10,5,0,0.0,0.0,27,2,-0.0022823862999999996,0.0022823862999999996,1631.243359375,158.79133300781245
2023-03-28 09:02:29.225,1472.4520263671875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.773289203643799,0,0,10,5,0,0.0,0.0,29,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,158.24201660156245
2023-03-28 09:02:31.236,1472.4520263671875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.39999771118164,2.773289203643799,0,0,10,5,0,0.0,0.0,31,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,158.24201660156245
2023-03-28 09:02:33.245,1473.850341796875,1481.7628173828125,0.0,26.200002670288086,3600,0.8,26.39999771118164,2.7875263690948486,0,0,10,5,0,0.0,0.0,33,2,-0.0022823862999999996,0.0022823862999999996,1630.1447265625,156.29438476562495
2023-03-28 09:02:35.257,1472.4520263671875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.773289203643799,0,0,10,5,0,0.0,0.0,35,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,158.24201660156245
2023-03-28 09:02:37.276,1472.4520263671875,1481.7628173828125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.7875263690948486,0,0,10,5,0,0.0,0.0,37,2,-0.0022823862999999996,0.0022823862999999996,1630.1447265625,157.69270019531245
2023-03-28 09:02:39.276,1472.4520263671875,1481.7628173828125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.7875263690948486,0,0,10,5,0,0.0,0.0,39,2,-0.0022823862999999996,0.0022823862999999996,1630.1447265625,157.69270019531245
2023-03-28 09:02:41.289,1472.4520263671875,1481.7628173828125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.7875263690948486,0,0,10,5,0,0.0,0.0,41,2,-0.0022823862999999996,0.0022823862999999996,1630.1447265625,157.69270019531245
2023-03-28 09:02:43.310,1472.4520263671875,1481.7628173828125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.7875263690948486,0,0,10,5,0,0.0,0.0,43,2,-0.0022823862999999996,0.0022823862999999996,1630.1447265625,157.69270019531245
2023-03-28 09:02:45.311,1472.4520263671875,1481.7628173828125,0.0,26.200002670288086,3600,0.8,26.39999771118164,2.7875263690948486,0,0,10,5,0,0.0,0.0,45,2,-0.0022823862999999996,0.0022823862999999996,1630.1447265625,157.69270019531245
2023-03-28 09:02:47.322,1472.4520263671875,1481.7628173828125,0.0,26.200002670288086,3600,0.8,26.39999771118164,2.7875263690948486,0,0,10,5,0,0.0,0.0,47,2,-0.0022823862999999996,0.0022823862999999996,1630.1447265625,157.69270019531245
2023-03-28 09:02:49.328,1472.4520263671875,1481.7628173828125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.7875263690948486,0,0,10,5,0,0.0,0.0,49,2,-0.0022823862999999996,0.0022823862999999996,1630.1447265625,157.69270019531245
2023-03-28 09:02:51.338,1472.4520263671875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.773289203643799,0,0,10,5,0,0.0,0.0,51,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,158.24201660156245
2023-03-28 09:02:53.339,1472.4520263671875,1482.9793701171875,0.0,26.200002670288086,3600,0.8,26.39999771118164,2.7590603828430176,0,0,10,5,0,0.0,0.0,53,2,-0.0022823862999999996,0.0022823862999999996,1631.243359375,158.79133300781245
2023-03-28 09:02:55.359,1471.0535888671875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.773289203643799,0,0,10,5,0,0.0,0.0,55,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,159.64045410156245
2023-03-28 09:02:57.378,1472.4520263671875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.299997329711914,2.773289203643799,0,0,10,5,0,0.0,0.0,57,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,158.24201660156245
2023-03-28 09:02:59.376,1472.4520263671875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.773289203643799,0,0,10,5,0,0.0,0.0,59,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,158.24201660156245
2023-03-28 09:03:01.389,1472.4520263671875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.773289203643799,0,0,10,5,0,0.0,0.0,61,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,158.24201660156245
2023-03-28 09:03:03.388,1472.4520263671875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.599998474121094,2.773289203643799,0,0,10,5,0,0.0,0.0,63,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,158.24201660156245
2023-03-28 09:03:05.411,1472.4520263671875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.773289203643799,0,0,10,5,0,0.0,0.0,65,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,158.24201660156245
2023-03-28 09:03:07.427,1472.4520263671875,1481.7628173828125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.7875263690948486,0,0,10,5,0,0.0,0.0,67,2,-0.0022823862999999996,0.0022823862999999996,1630.1447265625,157.69270019531245
2023-03-28 09:03:09.425,1471.0535888671875,1482.3712158203125,0.0,26.299997329711914,3600,0.8,26.599998474121094,2.8732850551605225,0,0,10,5,0,0.0,0.0,69,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,159.64045410156245
2023-03-28 09:03:11.444,1472.4520263671875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.299997329711914,2.773289203643799,0,0,10,5,0,0.0,0.0,71,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,158.24201660156245
2023-03-28 09:03:13.446,1471.0535888671875,1482.9793701171875,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.7590603828430176,0,0,10,5,0,0.0,0.0,73,2,-0.0022823862999999996,0.0022823862999999996,1631.243359375,160.18977050781245
2023-03-28 09:03:15.463,1471.0535888671875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.773289203643799,0,0,10,5,0,0.0,0.0,75,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,159.64045410156245
2023-03-28 09:03:17.462,1472.4520263671875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.773289203643799,0,0,10,5,0,0.0,0.0,77,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,158.24201660156245
2023-03-28 09:03:19.475,1472.4520263671875,1481.7628173828125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.7875263690948486,0,0,10,5,0,0.0,0.0,79,2,-0.0022823862999999996,0.0022823862999999996,1630.1447265625,157.69270019531245
2023-03-28 09:03:21.496,1472.4520263671875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.773289203643799,0,0,10,5,0,0.0,0.0,81,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,158.24201660156245
2023-03-28 09:03:23.495,1472.4520263671875,1481.7628173828125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.7875263690948486,0,0,10,5,0,0.0,0.0,83,2,-0.0022823862999999996,0.0022823862999999996,1630.1447265625,157.69270019531245
2023-03-28 09:03:25.513,1472.4520263671875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.773289203643799,0,0,10,5,0,0.0,0.0,85,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,158.24201660156245
2023-03-28 09:03:27.513,1472.4520263671875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.299997329711914,2.773289203643799,0,0,10,5,0,0.0,0.0,87,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,158.24201660156245
2023-03-28 09:03:29.525,1472.4520263671875,1481.7628173828125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.7875263690948486,0,0,10,5,0,0.0,0.0,89,2,-0.0022823862999999996,0.0022823862999999996,1630.1447265625,157.69270019531245
2023-03-28 09:03:31.524,1472.4520263671875,1482.3712158203125,0.0,26.299997329711914,3600,0.8,26.499998092651367,2.8732850551605225,0,0,10,5,0,0.0,0.0,91,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,158.24201660156245
2023-03-28 09:03:33.544,1472.4520263671875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.773289203643799,0,0,10,5,0,0.0,0.0,93,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,158.24201660156245
2023-03-28 09:03:35.562,1472.4520263671875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.599998474121094,2.773289203643799,0,0,10,5,0,0.0,0.0,95,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,158.24201660156245
2023-03-28 09:03:37.562,1473.850341796875,1482.3712158203125,0.0,26.200002670288086,3600,0.8,26.499998092651367,2.773289203643799,0,0,10,5,0,0.0,0.0,97,2,-0.0022823862999999996,0.0022823862999999996,1630.69404296875,156.84370117187495
