Ps,ST,Pd,CompSpeed,WORK_MINUTES,T_dis_es,t_dis_old,T_dis_delay,t_dis
458.384796,-10.800000,2433.753906,4016.400146,225.305771,80.131317,80.131287,80.131317,80.131287
456.559998,-10.700000,2429.558838,4025.399902,225.339096,80.316612,80.316597,80.134987,80.134956
455.343414,-10.500000,2428.160400,4019.399902,225.372421,80.626015,80.626015,80.144714,80.144676
453.518616,-10.300000,2425.363770,4024.800049,225.405746,80.959404,80.959373,80.160843,80.160805
452.302002,-10.200000,2423.965576,4022.400146,225.439072,81.171638,81.171623,80.180855,80.180817
451.693817,-9.900000,2421.168701,4019.399902,225.472397,81.454880,81.454880,80.206085,80.206047
449.868958,-9.800000,2421.168701,4018.200195,225.505722,81.793259,81.793243,80.237511,80.237473
449.260681,-9.200000,2418.372070,4020.600098,225.605698,82.366539,82.366547,80.361496,80.279633
449.260681,-9.100000,2416.973877,4020.600098,225.639023,82.418991,82.418976,80.402237,80.321991
449.260681,-8.900000,2415.575439,4018.800293,225.672348,82.571266,82.571251,80.445190,80.366531
449.868958,-8.600000,2415.575439,4018.800293,225.738998,82.784370,82.784393,80.514320,80.414406
450.477234,-8.400000,2415.575439,4021.799805,225.772324,82.896530,82.896530,80.561493,80.463554
451.693817,-8.200000,2414.177002,4018.800293,225.805649,82.888596,82.888565,80.607574,80.511574
454.735199,-7.900000,2414.177002,4021.199707,225.888962,82.778412,82.778374,80.713448,80.556458
455.951721,-7.700000,2412.778809,4017.599854,225.922287,82.772842,82.772842,80.754227,80.600342
457.776581,-7.600000,2414.177002,4018.800293,225.955612,82.676376,82.676369,80.792290,80.641449
460.209656,-7.400000,2414.177002,4019.399902,225.988937,82.555504,82.555466,80.827202,80.679352
463.251038,-7.400000,2414.177002,4021.199707,226.022263,82.163139,82.163139,80.853653,80.708733
465.075897,-7.199999,2414.177002,4023.000244,226.055588,82.123482,82.123444,80.878799,80.736748
466.900757,-7.100000,2416.973877,4014.600098,226.088913,82.087646,82.087616,80.914528,80.763496
470.550323,-6.900000,2418.372070,4021.799805,226.138901,81.861305,81.861282,80.933273,80.785233
472.983459,-6.800000,2416.973877,4020.600098,226.172226,81.612244,81.612236,80.946716,80.801605
482.107605,-6.500000,2419.770752,4016.999756,226.288864,80.882698,80.882690,80.942390,80.803207
486.973785,-6.300000,2423.965576,4019.399902,226.355515,80.625839,80.625847,80.929977,80.799698
488.798645,-6.200000,2423.965576,4018.800293,226.388840,80.507080,80.507057,80.921600,80.793900
490.623505,-6.200000,2423.965576,4021.799805,226.422165,80.291115,80.291115,80.909119,80.783943
494.273163,-6.100000,2426.762207,4022.400146,226.455490,80.050774,80.050751,80.892120,80.769424
499.747620,-6.000000,2429.558838,4021.799805,226.522141,79.608925,79.608925,80.841805,80.746445
502.789001,-5.900001,2430.957275,4016.999756,226.555466,79.408752,79.408737,80.813431,80.719955
506.438660,-5.900001,2435.151855,4018.800293,226.605453,79.131363,79.131348,80.747475,80.688499
513.737915,-5.900001,2439.347168,4016.999756,226.705429,78.464828,78.464798,80.636147,80.644470
514.954529,-5.900001,2439.347168,4017.599854,226.722092,78.333252,78.333237,80.613235,80.598701
517.995911,-6.100000,2443.542236,4019.399902,226.772079,77.949669,77.949677,80.534515,80.546249
519.820740,-6.200000,2442.143799,4016.999756,226.805405,77.622795,77.622780,80.476860,80.488358
521.037292,-6.300000,2444.940674,4024.199951,226.838730,77.482033,77.482033,80.417557,80.428825
522.862122,-6.500000,2444.940674,4020.000000,226.872055,77.109848,77.109840,80.352058,80.363106
525.295227,-6.700000,2446.338867,4021.199707,226.905380,76.715027,76.715027,80.280045,80.290871
527.728333,-7.500000,2451.932373,4021.799805,226.955368,75.902649,75.902649,80.108406,80.203979
528.944885,-7.900000,2449.135498,4020.000000,226.988693,75.331467,75.331467,80.013809,80.107498
530.161377,-8.300000,2450.533936,4017.599854,227.022018,74.889862,74.889832,79.912354,80.004181
531.377930,-8.700000,2451.932373,4018.800293,227.055344,74.447418,74.447411,79.804138,79.894150
533.202759,-9.300000,2456.127197,4021.199707,227.105331,73.849945,73.849953,79.628166,79.774467
533.811096,-9.700000,2457.525635,4020.600098,227.155319,73.473236,73.473228,79.506287,79.649696
536.244202,-10.400000,2460.322266,4017.599854,227.255295,68.958427,68.958420,78.793190,79.437996
536.852478,-10.500000,2460.322266,4019.399902,227.305283,67.792465,67.792465,78.575363,79.207397
537.460693,-10.700000,2463.118896,4018.800293,227.355270,65.872932,65.872948,78.077293,78.943359
