Ps,ST,Pd,CompSpeed,WORK_MINUTES,T_dis_es,t_dis_old,T_dis_delay,t_dis
1023.473633,10.100000,1032.620728,0.000000,0.000000,10.315267,10.315262,10.315267,10.315262
1023.473633,10.100000,1032.620728,0.000000,0.000000,10.315267,10.315262,10.315267,10.315262
1022.865295,10.000000,1032.620728,0.000000,0.000000,10.229918,10.229905,10.314417,10.314412
1022.257080,10.100000,1032.620728,0.000000,0.000000,10.343771,10.343770,10.314710,10.314704
1022.257080,10.100000,1032.620728,0.000000,0.000000,10.343771,10.343770,10.314999,10.314993
1021.648743,10.100000,1032.620728,0.000000,0.000000,10.358013,10.357984,10.315427,10.315421
1021.648743,10.000000,1032.620728,0.000000,0.000000,10.258456,10.258451,10.314859,10.314855
1021.040405,10.000000,1031.222290,0.000000,0.000000,10.239778,10.239808,10.314113,10.314108
1021.648743,10.000000,1032.620728,0.000000,0.000000,10.258456,10.258451,10.313559,10.313554
1020.432190,10.000000,1031.222290,0.000000,0.000000,10.254034,10.254064,10.312966,10.312962
1020.432190,10.000000,1029.824097,0.000000,0.000000,10.221110,10.221136,10.312509,10.312048
1019.823914,10.000000,1029.824097,0.000000,0.000000,10.235370,10.235394,10.311741,10.311285
1019.823914,10.000000,1029.824097,0.000000,0.000000,10.235370,10.235394,10.310981,10.310530
1019.215698,10.000000,1031.222290,0.000000,0.000000,10.282528,10.282536,10.310698,10.310251
1018.607361,10.000000,1028.425659,0.000000,0.000000,10.230963,10.230950,10.309904,10.309463
1017.999023,10.000000,1029.824097,0.000000,0.000000,10.278105,10.278089,10.309587,10.309151
1017.390808,9.900000,1029.824097,0.000000,0.000000,10.192836,10.192868,10.308426,10.307994
1016.782532,9.900000,1027.027344,0.000000,0.000000,10.141213,10.141251,10.306763,10.306334
1016.174316,9.900000,1027.027344,0.000000,0.000000,10.155468,10.155471,10.305257,10.304833
1015.565979,9.900000,1028.425659,0.000000,0.000000,10.202634,10.202638,10.304235,10.303817
1014.957642,9.900000,1027.027344,0.000000,0.000000,10.183960,10.183954,10.303040,10.302624
1014.349426,9.900000,1025.629150,0.000000,0.000000,10.165298,10.165330,10.301668,10.301258
1013.741089,9.900000,1024.230713,0.000000,0.000000,10.146645,10.146666,10.300126,10.299720
1013.132874,9.799999,1024.230713,0.000000,0.000000,10.061326,10.061326,10.297750,10.297348
1012.524597,9.799999,1024.230713,0.000000,0.000000,10.075578,10.075592,10.295539,10.295141
