Ps,ST,Pd,CompSpeed,WORK_MINUTES,T_dis_es,t_dis_old,T_dis_delay,t_dis
1195.615723,13.199999,1194.827759,0.000000,0.000000,13.082357,13.082364,13.082357,13.082364
1194.399170,13.100001,1194.827759,0.000000,0.000000,13.076498,13.076511,13.082328,13.082306
1194.399170,13.100001,1193.429565,0.000000,0.000000,13.042969,13.042979,13.081937,13.081915
1194.399170,13.100001,1193.429565,0.000000,0.000000,13.042969,13.042979,13.081549,13.081528
1193.790894,13.000001,1193.429565,0.000000,0.000000,13.040030,13.040038,13.080931,13.081115
1193.182617,13.100001,1193.429565,0.000000,0.000000,13.037086,13.037097,13.080495,13.080677
1193.182617,13.000001,1192.031006,0.000000,0.000000,13.003543,13.003556,13.079729,13.079909
1192.574341,13.000001,1192.031006,0.000000,0.000000,13.000592,13.000581,13.078941,13.079120
1191.966064,13.000001,1192.031006,0.000000,0.000000,12.997638,12.997644,13.078133,13.078309
1191.357788,13.000001,1192.031006,0.000000,0.000000,12.994678,12.994669,13.077302,13.077477
1190.749512,13.000001,1190.632690,0.000000,0.000000,12.958167,12.958146,13.076117,13.076289
1191.357788,13.000001,1190.632690,0.000000,0.000000,12.961133,12.961136,13.074972,13.075144
1190.141235,13.000001,1190.632690,0.000000,0.000000,12.955196,12.955194,13.073781,13.073951
1190.141235,13.000001,1190.632690,0.000000,0.000000,12.955196,12.955194,13.072600,13.072769
1189.532959,13.000001,1189.234375,0.000000,0.000000,12.918669,12.918665,13.071069,13.071236
1188.924683,12.900001,1189.234375,0.000000,0.000000,12.915686,12.915679,13.069523,13.069688
1188.924683,12.900001,1187.835938,0.000000,0.000000,12.882128,12.882141,13.067658,13.067822
1188.316406,12.900001,1189.234375,0.000000,0.000000,12.912698,12.912693,13.066116,13.066278
1187.708130,12.900001,1187.835938,0.000000,0.000000,12.876144,12.876139,13.064226,13.064385
1187.099854,12.900001,1187.835938,0.000000,0.000000,12.873145,12.873138,13.062325,13.062483
1186.491577,12.900001,1186.437744,0.000000,0.000000,12.836581,12.836569,13.060079,13.060235
1185.883301,12.800000,1186.437744,0.000000,0.000000,12.833570,12.833571,13.057825,13.057980
1185.883301,12.800000,1186.437744,0.000000,0.000000,12.833570,12.833571,13.055593,13.055747
1185.275024,12.800000,1185.039307,0.000000,0.000000,12.796984,12.797000,13.053020,13.053172
1184.666748,12.800000,1185.039307,0.000000,0.000000,12.793962,12.793948,13.050443,13.050592
