Ps,ST,Pd,CompSpeed,WORK_MINUTES,T_dis_es,t_dis_old,T_dis_delay,t_dis
1584.304321,26.200003,1575.175293,0.000000,0.000000,26.001705,26.001699,26.001705,26.001699
1584.304321,26.200003,1575.175293,0.000000,0.000000,26.001705,26.001699,26.001705,26.001699
1584.304321,26.200003,1575.175293,0.000000,0.000000,26.001705,26.001699,26.001705,26.001699
1584.304321,26.200003,1575.175293,0.000000,0.000000,26.001705,26.001699,26.001705,26.001699
1584.304321,26.200003,1576.573486,0.000000,0.000000,26.032087,26.032112,26.002007,26.002003
1584.304321,26.200003,1575.175293,0.000000,0.000000,26.001705,26.001699,26.002005,26.001999
1584.304321,26.200003,1575.175293,0.000000,0.000000,26.001705,26.001699,26.002001,26.001995
1584.304321,26.200003,1573.776978,0.000000,0.000000,25.971313,25.971321,26.001696,26.001690
1584.304321,26.200003,1575.175293,0.000000,0.000000,26.001705,26.001699,26.001696,26.001690
1584.304321,26.200003,1573.776978,0.000000,0.000000,25.971313,25.971321,26.001392,26.001389
1584.304321,26.200003,1575.175293,0.000000,0.000000,26.001705,26.001699,26.001396,26.001392
1583.696167,26.200003,1573.776978,0.000000,0.000000,25.984564,25.984583,26.001228,26.001225
1584.304321,26.200003,1573.776978,0.000000,0.000000,25.971313,25.971321,26.000931,26.000927
1583.696167,26.200003,1575.175293,0.000000,0.000000,26.014948,26.014956,26.001070,26.001066
1584.304321,26.200003,1573.776978,0.000000,0.000000,25.971313,25.971321,26.000774,26.000771
1583.696167,26.200003,1573.776978,0.000000,0.000000,25.984564,25.984583,26.000614,26.000610
1583.696167,26.200003,1573.776978,0.000000,0.000000,25.984564,25.984583,26.000454,26.000450
1583.087769,26.200003,1575.175293,0.000000,0.000000,26.028191,26.028166,26.000729,26.000727
1583.696167,26.200003,1573.776978,0.000000,0.000000,25.984564,25.984583,26.000568,26.000566
1583.087769,26.200003,1573.776978,0.000000,0.000000,25.997814,25.997814,26.000542,26.000540
1583.087769,26.200003,1573.776978,0.000000,0.000000,25.997814,25.997814,26.000515,26.000513
1583.087769,26.200003,1573.776978,0.000000,0.000000,25.997814,25.997814,26.000486,26.000486
1583.087769,26.200003,1573.776978,0.000000,0.000000,25.997814,25.997814,26.000462,26.000460
1583.087769,26.200003,1573.776978,0.000000,0.000000,25.997814,25.997814,26.000435,26.000433
1583.087769,26.200003,1573.776978,0.000000,0.000000,25.997814,25.997814,26.000408,26.000406
1583.087769,26.200003,1573.776978,0.000000,0.000000,25.997814,25.997814,26.000383,26.000380
1583.696167,26.200003,1573.776978,0.000000,0.000000,25.984564,25.984583,26.000225,26.000223
1584.304321,26.200003,1573.776978,0.000000,0.000000,25.971313,25.971321,25.999937,25.999935
1583.696167,26.200003,1572.378540,0.000000,0.000000,25.954174,25.954159,25.999481,25.999479
1583.696167,26.200003,1573.776978,0.000000,0.000000,25.984564,25.984583,25.999334,25.999331
1583.696167,26.200003,1573.776978,0.000000,0.000000,25.984564,25.984583,25.999187,25.999184
1583.696167,26.200003,1573.776978,0.000000,0.000000,25.984564,25.984583,25.999041,25.999039
1583.696167,26.200003,1573.776978,0.000000,0.000000,25.984564,25.984583,25.998898,25.998896
1583.696167,26.200003,1573.776978,0.000000,0.000000,25.984564,25.984583,25.998755,25.998753
1583.087769,26.200003,1573.776978,0.000000,0.000000,25.997814,25.997814,25.998745,25.998743
1583.696167,26.299997,1572.378540,0.000000,0.000000,26.054558,26.054544,25.999300,25.999298
1583.696167,26.200003,1573.776978,0.000000,0.000000,25.984564,25.984583,25.999153,25.999151
1584.304321,26.200003,1572.378540,0.000000,0.000000,25.940918,25.940922,25.998575,25.998571
1583.696167,26.200003,1572.378540,0.000000,0.000000,25.954174,25.954159,25.998133,25.998129
1583.696167,26.200003,1573.776978,0.000000,0.000000,25.984564,25.984583,25.997997,25.997993
1583.087769,26.200003,1573.776978,0.000000,0.000000,25.997814,25.997814,25.997995,25.997992
1583.696167,26.200003,1573.776978,0.000000,0.000000,25.984564,25.984583,25.997862,25.997858
1583.087769,26.200003,1573.776978,0.000000,0.000000,25.997814,25.997814,25.997862,25.997858
1583.696167,26.200003,1573.776978,0.000000,0.000000,25.984564,25.984583,25.997728,25.997726
1583.696167,26.200003,1573.776978,0.000000,0.000000,25.984564,25.984583,25.997599,25.997595
1583.087769,26.200003,1573.776978,0.000000,0.000000,25.997814,25.997814,25.997601,25.997597
1583.696167,26.299997,1573.776978,0.000000,0.000000,26.084900,26.084927,25.998468,25.998466
1583.696167,26.200003,1573.776978,0.000000,0.000000,25.984564,25.984583,25.998331,25.998329
1583.696167,26.200003,1573.776978,0.000000,0.000000,25.984564,25.984583,25.998194,25.998192
1583.696167,26.200003,1575.175293,0.000000,0.000000,26.014948,26.014956,25.998360,25.998358
1584.304321,26.200003,1573.776978,0.000000,0.000000,25.971313,25.971321,25.998091,25.998089
1584.304321,26.200003,1573.776978,0.000000,0.000000,25.971313,25.971321,25.997692,25.997822
1584.304321,26.200003,1575.175293,0.000000,0.000000,26.001705,26.001699,25.997732,25.997860
1584.304321,26.299997,1575.175293,0.000000,0.000000,26.102013,26.101997,25.998770,25.998896
1583.696167,26.299997,1573.776978,0.000000,0.000000,26.084900,26.084927,25.999628,25.999752
1583.696167,26.299997,1573.776978,0.000000,0.000000,26.084900,26.084927,26.000475,26.000599
1584.304321,26.299997,1573.776978,0.000000,0.000000,26.071672,26.071663,26.001184,26.001307
1584.304321,26.299997,1575.175293,0.000000,0.000000,26.102013,26.101997,26.002188,26.002308
1583.696167,26.299997,1573.776978,0.000000,0.000000,26.084900,26.084927,26.003418,26.003130
1584.304321,26.299997,1575.175293,0.000000,0.000000,26.102013,26.101997,26.004400,26.004114
1583.696167,26.299997,1573.776978,0.000000,0.000000,26.084900,26.084927,26.005201,26.004919
1584.304321,26.299997,1573.776978,0.000000,0.000000,26.071672,26.071663,26.005861,26.005583
1584.912598,26.299997,1575.175293,0.000000,0.000000,26.088783,26.088768,26.006687,26.006411
1584.304321,26.299997,1575.175293,0.000000,0.000000,26.102013,26.101997,26.007635,26.007362
1584.304321,26.299997,1575.175293,0.000000,0.000000,26.102013,26.101997,26.008575,26.008305
1584.912598,26.299997,1575.175293,0.000000,0.000000,26.088783,26.088768,26.009373,26.009106
1584.912598,26.299997,1575.175293,0.000000,0.000000,26.088783,26.088768,26.010162,26.009899
1584.912598,26.299997,1575.175293,0.000000,0.000000,26.088783,26.088768,26.010946,26.010683
1584.912598,26.299997,1575.175293,0.000000,0.000000,26.088783,26.088768,26.011721,26.011459
1585.520752,26.299997,1575.175293,0.000000,0.000000,26.075552,26.075567,26.012356,26.012096
1586.129150,26.299997,1577.971924,0.000000,0.000000,26.123020,26.122982,26.013456,26.013199
1553.282349,26.299997,1618.523682,1236.600098,0.016667,27.798973,27.798948,26.025320,26.025064
1480.897339,26.299997,1737.382202,1353.000000,0.066667,34.449142,34.449146,26.109138,26.081038
1382.356445,26.200003,1784.925781,1477.200073,0.116667,39.498772,39.498764,26.242367,26.170191
1254.618530,25.500000,1808.697510,1605.599976,0.166667,44.428806,44.428776,26.483244,26.291510
1110.457031,24.400000,1825.477661,1770.599976,0.233333,49.840611,49.840572,26.715654,26.447981
959.604614,23.400002,1838.062378,1918.799927,0.300000,56.217087,56.217102,27.106396,26.645782
872.012695,22.900002,1839.460815,2001.600098,0.333333,60.341187,60.341202,27.327223,26.869671
756.440186,22.400000,1853.444092,2152.199951,0.400000,67.265297,67.265289,27.856197,27.138079
703.520142,22.099998,1860.435913,2227.199951,0.433333,70.880379,70.880363,28.142071,27.428724
571.524231,21.699999,1895.394409,2367.000000,0.533333,83.086456,83.086494,29.230043,27.798542
551.451111,21.499998,1880.012573,2093.399902,0.600000,84.778305,84.778305,29.965771,28.177143
548.409729,21.499998,1863.232544,1922.400024,0.683333,84.628212,84.628181,30.869261,28.552231
572.132446,21.499998,1850.647583,1801.200073,0.733333,81.644844,81.644859,31.374487,28.905005
579.431824,21.499998,1847.850952,1741.800049,0.783333,80.806587,80.806602,31.866344,29.249865
589.164246,21.499998,1845.054077,1678.799927,0.816667,79.732101,79.732109,32.184387,29.585293
614.711853,21.599998,1842.257446,1581.600098,0.866666,77.268684,77.268669,32.632984,29.902124
650.600159,21.799999,1835.265625,1503.000000,0.966666,73.989479,73.989479,33.586800,30.195063
659.724304,21.900000,1832.469360,1502.400024,1.000000,73.214287,73.214302,33.850101,30.480904
675.539490,22.000000,1832.469360,1505.400024,1.050000,72.022758,72.022766,34.229927,30.756927
691.354614,22.099998,1832.469360,1500.000000,1.116666,70.872551,70.872528,34.594528,31.023476
705.953308,22.199999,1833.867554,1500.599976,1.150000,69.909180,69.909195,34.829174,31.281851
715.077454,22.299999,1833.867554,1500.000000,1.183333,69.326874,69.326874,35.058395,31.534641
722.376770,22.299999,1835.265625,1500.599976,1.216666,68.845947,68.845932,35.282898,31.782557
730.284363,22.400000,1836.664063,1500.000000,1.250000,68.422661,68.422630,35.503094,32.026012
733.933960,22.500000,1836.664063,1500.599976,1.283333,68.257843,68.257828,35.720734,32.266754
752.790588,22.700001,1840.859253,1498.199951,1.366666,67.284271,67.284241,36.242432,32.499428
754.615417,22.700001,1842.257446,1501.800049,1.399999,67.211884,67.211884,36.448208,32.730076
760.698181,22.800001,1843.655884,1498.199951,1.433333,66.941406,66.941399,36.650818,32.957394
759.481567,22.900002,1845.054077,1500.000000,1.466666,67.167473,67.167480,36.853588,33.184704
758.265076,22.900002,1845.054077,1497.599976,1.516666,67.248306,67.248306,37.156021,33.411037
761.914795,23.000000,1846.452515,1498.799927,1.549999,67.145920,67.145927,37.355286,33.635189
765.564331,23.000000,1849.249146,1501.200073,1.583333,67.001945,67.001923,37.552273,33.856895
769.822327,23.100000,1852.045654,1504.800049,1.633332,66.912704,66.912697,37.844414,34.076534
766.780945,23.200001,1852.045654,1497.599976,1.666666,67.204185,67.204193,38.039497,34.296650
769.214050,23.200001,1852.045654,1498.199951,1.699999,67.042488,67.042465,38.232208,34.514229
769.214050,23.200001,1853.444092,1504.800049,1.733332,67.095695,67.095673,38.423988,34.730717
764.956177,23.200001,1856.240845,1497.000000,1.766666,67.474457,67.474426,38.617016,34.948280
767.389160,23.300001,1857.639282,1498.199951,1.799999,67.455086,67.455078,38.808628,35.164272
774.688538,23.300001,1856.240845,1497.599976,1.833332,66.921265,66.921257,38.995422,35.375282
780.771301,23.300001,1859.037476,1498.799927,1.866666,66.621910,66.621925,39.178989,35.582901
787.462402,23.400002,1860.435913,1500.599976,1.899999,66.331505,66.331497,39.359402,35.787209
788.070618,23.400002,1861.834351,1498.799927,1.933332,66.340218,66.340233,39.538677,35.990219
791.720276,23.400002,1861.834351,1498.199951,1.966666,66.105789,66.105782,39.715202,36.190323
792.936829,23.400002,1864.630981,1501.800049,1.999999,66.127838,66.127853,39.890701,36.389244
797.803040,23.400002,1866.029053,1503.599976,2.033332,65.868370,65.868362,40.063309,36.585117
802.669250,23.400002,1868.826050,1501.200073,2.066665,65.657425,65.657417,40.233368,36.778290
808.143738,23.500002,1868.826050,1504.199951,2.099999,65.409660,65.409660,40.400654,36.968533
820.309265,23.500002,1870.224121,1498.199951,2.133332,64.705467,64.705490,40.562145,37.152832
819.700989,23.500002,1871.622559,1501.800049,2.166665,64.792976,64.792976,40.723148,37.336487
833.691345,23.500002,1873.020752,1514.400024,2.199999,64.005630,64.005623,40.877846,37.513691
825.175415,23.500002,1878.614258,1620.599976,2.233332,64.763504,64.763474,41.036556,37.694752
817.267883,23.600002,1884.207397,1701.600098,2.283332,65.555511,65.555489,41.280521,37.879871
805.102356,23.600002,1891.199219,1803.599976,2.316665,66.563850,66.563850,41.448517,38.070461
784.421021,23.600002,1905.182617,2011.799927,2.416665,68.338364,68.338333,41.980972,38.271576
781.987854,23.600002,1910.776001,2119.800049,2.449998,68.660423,68.660431,42.158245,38.473495
763.739563,23.600002,1919.166016,2203.200195,2.483332,70.104126,70.104141,42.343929,38.683666
749.749207,23.600002,1923.361084,2286.000000,2.516665,71.148071,71.148041,42.535320,38.899376
731.500977,23.600002,1934.547974,2277.000000,2.583332,72.791862,72.791893,42.936062,39.124573
738.191956,23.600002,1935.946045,2217.000000,2.616665,72.399506,72.399498,43.131832,39.345669
740.625061,23.600002,1941.539551,2224.199951,2.649998,72.413513,72.413544,43.423191,39.565388
749.749207,23.600002,1945.734253,2161.199951,2.716665,71.952347,71.952332,43.707058,39.780582
766.780945,23.600002,1951.327881,2103.600098,2.783331,71.008873,71.008881,44.068668,39.988079
780.163025,23.600002,1952.726074,2102.400146,2.816665,70.174133,70.174149,44.242126,40.188652
796.586548,23.600002,1958.319702,2100.000000,2.866665,69.306435,69.306419,44.491520,40.382126
803.885803,23.600002,1962.514404,2098.800049,2.899998,68.985832,68.985786,44.654270,40.572182
820.309265,23.600002,1966.709229,2103.000000,2.933331,68.111565,68.111610,44.810135,40.755169
823.958984,23.600002,1970.904541,2098.800049,2.966665,68.027489,68.027496,44.964401,40.936378
839.165833,23.600002,1979.294556,2156.399902,3.016665,67.380814,67.380836,45.187447,41.112087
840.382385,23.600002,1986.286377,2236.799805,3.049998,67.513786,67.513779,45.335796,41.287514
835.516113,23.600002,1996.074463,2320.800049,3.083331,68.084602,68.084572,45.486950,41.465565
