Ps,ST,Pd,CompSpeed,WORK_MINUTES,T_dis_es,t_dis_old,T_dis_delay,t_dis
881.745178,3.700000,885.795471,0.000000,0.000000,3.114579,3.114575,3.114579,3.114575
881.136902,3.700000,887.193787,0.000000,0.000000,3.142399,3.142400,3.114718,3.114852
880.528687,3.700000,885.795471,0.000000,0.000000,3.100781,3.100677,3.114579,3.114711
880.528687,3.700000,885.795471,0.000000,0.000000,3.100781,3.100677,3.114442,3.114571
879.920349,3.700000,885.795471,0.000000,0.000000,3.093867,3.093845,3.114238,3.114365
879.920349,3.700000,885.795471,0.000000,0.000000,3.093867,3.093845,3.114035,3.114161
879.312012,3.600000,885.795471,0.000000,0.000000,3.086945,3.087014,3.113765,3.113891
878.703796,3.600000,884.397156,0.000000,0.000000,3.045288,3.045372,3.113084,3.113209
878.703796,3.600000,884.397156,0.000000,0.000000,3.045288,3.045372,3.112409,3.112534
878.095459,3.600000,884.397156,0.000000,0.000000,3.038345,3.038253,3.111672,3.111795
878.095459,3.600000,882.998657,0.000000,0.000000,3.003613,3.003718,3.110597,3.110719
877.487305,3.600000,881.600342,0.000000,0.000000,2.961931,2.961973,3.109118,3.109239
877.487305,3.600000,881.600342,0.000000,0.000000,2.961931,2.961973,3.107653,3.107774
876.878967,3.500000,881.600342,0.000000,0.000000,2.954962,2.955007,3.106134,3.106254
876.270752,3.500000,881.600342,0.000000,0.000000,2.947985,2.948041,3.104560,3.104680
876.270752,3.500000,881.600342,0.000000,0.000000,2.947985,2.948041,3.103003,3.103121
875.662415,3.500000,880.202087,0.000000,0.000000,2.906265,2.906295,3.101045,3.101163
875.054077,3.500000,880.202087,0.000000,0.000000,2.899265,2.899277,3.099037,3.099154
875.054077,3.500000,880.202087,0.000000,0.000000,2.899265,2.899277,3.097049,3.097165
874.445862,3.500000,878.803772,0.000000,0.000000,2.857518,2.857456,3.094666,3.094780
874.445862,3.500000,880.202087,0.000000,0.000000,2.892257,2.892259,3.092652,3.092765
873.837585,3.500000,878.803772,0.000000,0.000000,2.850497,2.850383,3.090243,3.090353
873.837585,3.399999,878.803772,0.000000,0.000000,2.850497,2.850383,3.087857,3.087965
873.229370,3.399999,878.803772,0.000000,0.000000,2.843468,2.843604,3.085425,3.085534
873.229370,3.399999,878.803772,0.000000,0.000000,2.843468,2.843604,3.081823,3.083126
872.621033,3.399999,877.405457,0.000000,0.000000,2.801682,2.801569,3.079036,3.080325
872.621033,3.399999,877.405457,0.000000,0.000000,2.801682,2.801569,3.076276,3.077551
872.621033,3.399999,877.405457,0.000000,0.000000,2.801682,2.801569,3.073544,3.074805
872.012695,3.399999,876.007141,0.000000,0.000000,2.759882,2.759807,3.070423,3.071671
871.404480,3.299999,876.007141,0.000000,0.000000,2.752818,2.752933,3.067262,3.068499
870.796204,3.299999,876.007141,0.000000,0.000000,2.745744,2.745732,3.064063,3.065288
870.796204,3.299999,876.007141,0.000000,0.000000,2.745744,2.745732,3.060896,3.062108
870.187988,3.299999,874.608643,0.000000,0.000000,2.703903,2.703755,3.057344,3.058542
870.187988,3.299999,874.608643,0.000000,0.000000,2.703903,2.703755,3.053827,3.055012
869.579651,3.299999,874.608643,0.000000,0.000000,2.696806,2.696827,3.050275,3.051448
870.187988,3.299999,874.608643,0.000000,0.000000,2.703903,2.703755,3.045118,3.047988
869.579651,3.299999,874.608643,0.000000,0.000000,2.696806,2.696827,3.041652,3.044494
869.579651,3.199999,874.608643,0.000000,0.000000,2.696806,2.696827,3.038221,3.041035
868.971313,3.199999,873.210327,0.000000,0.000000,2.654942,2.654904,3.034407,3.037193
868.971313,3.199999,873.210327,0.000000,0.000000,2.654942,2.654904,3.030631,3.033389
868.363098,3.199999,873.210327,0.000000,0.000000,2.647825,2.647916,3.026822,3.029553
867.754822,3.199999,873.210327,0.000000,0.000000,2.640698,2.640560,3.022980,3.025683
867.754822,3.199999,871.812073,0.000000,0.000000,2.605937,2.605781,3.018831,3.021505
867.146606,3.199999,873.210327,0.000000,0.000000,2.633564,2.633572,3.014997,3.017645
867.754822,3.199999,871.812073,0.000000,0.000000,2.605937,2.605781,3.010927,3.013547
865.929932,3.199999,870.413757,0.000000,0.000000,2.549719,2.549749,3.006338,3.008932
865.929932,3.199999,871.812073,0.000000,0.000000,2.584490,2.584618,3.002141,3.004710
865.929932,3.099999,870.413757,0.000000,0.000000,2.549719,2.549749,2.997639,3.000183
865.321716,3.099999,870.413757,0.000000,0.000000,2.542549,2.542620,2.993111,2.995630
864.713379,3.099999,869.015442,0.000000,0.000000,2.500593,2.500347,2.988210,2.990702
864.713379,3.099999,869.015442,0.000000,0.000000,2.500593,2.500347,2.983358,2.985823
864.105225,3.099999,869.015442,0.000000,0.000000,2.493401,2.493585,2.978483,2.980925
863.496887,3.099999,869.015442,0.000000,0.000000,2.486198,2.486372,2.973585,2.976004
862.888550,3.000001,869.015442,0.000000,0.000000,2.478986,2.479159,2.968663,2.971061
862.888550,3.000001,867.617004,0.000000,0.000000,2.444200,2.444359,2.963445,2.965820
863.496887,3.000001,867.617004,0.000000,0.000000,2.451416,2.451181,2.958350,2.960699
862.280334,3.000001,867.617004,0.000000,0.000000,2.436976,2.437050,2.953162,2.955489
862.280334,3.000001,866.218689,0.000000,0.000000,2.402193,2.402146,2.947680,2.949983
862.280334,3.000001,866.218689,0.000000,0.000000,2.402193,2.402146,2.942252,2.944532
861.671997,3.000001,867.617004,0.000000,0.000000,2.429741,2.429740,2.937153,2.939410
861.063843,3.000001,866.218689,0.000000,0.000000,2.387709,2.387834,2.931686,2.933922
861.063843,2.900001,866.218689,0.000000,0.000000,2.387709,2.387834,2.926273,2.928488
860.455505,3.000001,864.820313,0.000000,0.000000,2.345659,2.345616,2.920496,2.922688
860.455505,2.900001,864.820313,0.000000,0.000000,2.345659,2.345616,2.914776,2.916946
859.847168,2.900001,863.422058,0.000000,0.000000,2.303600,2.303766,2.908695,2.910845
859.847168,2.900001,863.422058,0.000000,0.000000,2.303600,2.303766,2.902674,2.904805
859.238953,2.900001,863.422058,0.000000,0.000000,2.296318,2.296058,2.896641,2.898748
857.414124,2.800000,862.023743,0.000000,0.000000,2.239611,2.239476,2.890103,2.892188
856.197571,2.800000,860.625305,0.000000,0.000000,2.190144,2.190177,2.883138,2.885203
853.156189,2.800000,857.828674,0.000000,0.000000,2.083676,2.083149,2.875184,2.877222
850.114807,2.800000,853.633606,0.000000,0.000000,1.942078,1.942313,2.865899,2.867919
847.073486,2.800000,850.837097,0.000000,0.000000,2.892139,2.887486,2.866160,2.868114
845.248596,2.800000,850.837097,0.000000,0.000000,2.936704,2.940400,2.866862,2.868834
844.032104,2.800000,848.040405,0.000000,0.000000,2.897983,2.897753,2.867172,2.869121
801.452759,2.800000,869.015442,627.000000,0.000000,4.422379,4.422327,2.897967,2.884576
725.418213,2.800000,884.397156,1271.400024,0.033333,7.728512,7.728542,2.930063,2.916762
681.014038,2.800000,892.787109,1357.200073,0.066667,11.076236,11.076264,2.984191,2.970978
600.721558,2.700000,901.177124,1440.000000,0.100000,16.826334,16.826357,3.076165,3.063040
833.691345,2.800000,903.973755,1540.800049,0.133333,4.514478,4.514539,3.085721,3.072684
819.092651,2.800000,1007.450745,1605.000000,0.166667,10.511792,10.511774,3.135064,3.122113
801.452759,2.900001,1074.570801,1691.400024,0.200000,15.107574,15.107536,3.214615,3.201750
787.462402,3.000001,1140.292603,1771.800049,0.233333,19.283249,19.283268,3.321383,3.308604
775.905090,3.000001,1192.031006,1834.800049,0.266667,22.435490,22.435469,3.448387,3.435692
764.956177,2.800000,1238.176147,1920.599854,0.300000,25.080713,25.080694,3.592123,3.579512
756.440186,2.500000,1287.118042,1999.199951,0.333333,27.545567,27.545557,3.751281,3.738754
749.140869,2.099999,1338.856323,2089.199951,0.366667,29.913191,29.913162,3.925114,3.912670
744.883057,1.700001,1380.806396,2169.000000,0.400000,31.618937,31.618908,4.109125,4.096764
736.975342,1.300000,1424.154907,2253.000000,0.433333,33.554123,33.554085,4.304772,4.292492
730.892578,0.799999,1468.901733,2333.399902,0.466667,35.300488,35.300484,4.510723,4.498525
723.593323,0.500001,1531.826904,2397.599854,0.500000,37.956009,37.956024,4.732950,4.720833
719.335388,0.100000,1593.353638,2397.000000,0.550000,40.210068,40.210072,4.968678,4.956641
