Ps,ST,Pd,CompSpeed,WORK_MINUTES,T_dis_es,t_dis_old,T_dis_delay,t_dis
1409.120728,18.600002,1407.374756,0.000000,0.000000,18.836222,18.836205,18.836222,18.836205
1409.120728,18.600002,1407.374756,0.000000,0.000000,18.836222,18.836205,18.836222,18.836205
1408.512451,18.600002,1405.976563,0.000000,0.000000,18.802280,18.802263,18.835884,18.835867
1407.904175,18.600002,1405.976563,0.000000,0.000000,18.800966,18.800951,18.835537,18.835520
1408.512451,18.600002,1405.976563,0.000000,0.000000,18.802280,18.802263,18.835205,18.835190
1408.512451,18.600002,1405.976563,0.000000,0.000000,18.802280,18.802263,18.834879,18.834862
1408.512451,18.600002,1407.374756,0.000000,0.000000,18.834911,18.834875,18.834879,18.834862
1408.512451,18.600002,1407.374756,0.000000,0.000000,18.834911,18.834875,18.834879,18.834862
1408.512451,18.600002,1407.374756,0.000000,0.000000,18.834911,18.834875,18.834879,18.834862
1408.512451,18.700003,1405.976563,0.000000,0.000000,18.802280,18.802263,18.834555,18.834538
1407.904175,18.600002,1405.976563,0.000000,0.000000,18.800966,18.800951,18.834221,18.834204
1407.904175,18.700003,1407.374756,0.000000,0.000000,18.833597,18.833588,18.834215,18.834198
1407.904175,18.700003,1407.374756,0.000000,0.000000,18.833597,18.833588,18.834211,18.834192
1409.120728,18.700003,1405.976563,0.000000,0.000000,18.803593,18.803576,18.833906,18.833887
1408.512451,18.700003,1407.374756,0.000000,0.000000,18.834911,18.834875,18.833918,18.833897
1408.512451,18.700003,1405.976563,0.000000,0.000000,18.802280,18.802263,18.833603,18.833582
1408.512451,18.700003,1405.976563,0.000000,0.000000,18.802280,18.802263,18.833290,18.833271
1408.512451,18.700003,1405.976563,0.000000,0.000000,18.802280,18.802263,18.832981,18.832962
1408.512451,18.700003,1405.976563,0.000000,0.000000,18.802280,18.802263,18.832676,18.832657
1408.512451,18.700003,1407.374756,0.000000,0.000000,18.834911,18.834875,18.832699,18.832680
1408.512451,18.700003,1407.374756,0.000000,0.000000,18.834911,18.834875,18.832720,18.832701
1409.120728,18.700003,1407.374756,0.000000,0.000000,18.836222,18.836205,18.832756,18.832735
1408.512451,18.700003,1407.374756,0.000000,0.000000,18.834911,18.834875,18.832777,18.832756
1409.120728,18.700003,1407.374756,0.000000,0.000000,18.836222,18.836205,18.832811,18.832790
1409.120728,18.700003,1407.374756,0.000000,0.000000,18.836222,18.836205,18.832846,18.832825
1409.120728,18.700003,1405.976563,0.000000,0.000000,18.803593,18.803576,18.832554,18.832533
1409.120728,18.700003,1405.976563,0.000000,0.000000,18.803593,18.803576,18.832266,18.832245
1408.512451,18.700003,1405.976563,0.000000,0.000000,18.802280,18.802263,18.831968,18.831947
1409.120728,18.700003,1407.374756,0.000000,0.000000,18.836222,18.836205,18.832010,18.831989
1409.728882,18.799997,1407.374756,0.000000,0.000000,18.837528,18.837511,18.832066,18.832045
1409.120728,18.799997,1405.976563,0.000000,0.000000,18.803593,18.803576,18.831781,18.831760
1409.728882,18.799997,1407.374756,0.000000,0.000000,18.837528,18.837511,18.831839,18.831818
1409.728882,18.799997,1407.374756,0.000000,0.000000,18.837528,18.837511,18.831896,18.831875
1409.728882,18.799997,1407.374756,0.000000,0.000000,18.837528,18.837511,18.831951,18.831930
1409.728882,18.799997,1407.374756,0.000000,0.000000,18.837528,18.837511,18.832006,18.831985
1410.337402,18.799997,1407.374756,0.000000,0.000000,18.838833,18.838799,18.832075,18.832054
1409.728882,18.799997,1407.374756,0.000000,0.000000,18.837528,18.837511,18.832129,18.832108
1410.945557,18.799997,1408.773071,0.000000,0.000000,18.872759,18.872766,18.832533,18.832512
1410.945557,18.799997,1408.773071,0.000000,0.000000,18.872759,18.872766,18.832933,18.832912
1411.553833,18.799997,1408.773071,0.000000,0.000000,18.874054,18.874050,18.833344,18.833323
1412.162109,18.799997,1410.171509,0.000000,0.000000,18.907969,18.907965,18.834085,18.834064
1412.162109,18.799997,1410.171509,0.000000,0.000000,18.907969,18.907965,18.834820,18.834801
1412.162109,18.799997,1410.171509,0.000000,0.000000,18.907969,18.907965,18.835548,18.835529
1412.770264,18.799997,1410.171509,0.000000,0.000000,18.909256,18.909243,18.836281,18.836264
1412.770264,18.899998,1411.569824,0.000000,0.000000,18.941872,18.941835,18.837332,18.837315
1413.378784,18.799997,1411.569824,0.000000,0.000000,18.943155,18.943130,18.838385,18.838367
1413.986938,18.899998,1411.569824,0.000000,0.000000,18.944437,18.944405,18.839441,18.839422
1414.595215,18.799997,1411.569824,0.000000,0.000000,18.945713,18.945700,18.840498,18.840479
1414.595215,18.899998,1412.968262,0.000000,0.000000,18.978325,18.978321,18.841869,18.841850
1415.203491,18.899998,1412.968262,0.000000,0.000000,18.979597,18.979591,18.843239,18.843222
1415.203491,18.899998,1414.366577,0.000000,0.000000,19.012201,19.012196,18.844921,18.844902
