,Pd,Ps,CompSpeed,ST,CompSpeed_rated,Fw,T_dis,SSH,EXV,Fan,ODU_Mode,STARTUP_Mode,DEFROST_Mode,Current,WORK_MINUTES,Timedelta,flag,Fan_cu,Comp_cu,T_dis_es,T_dis_delay,T_diff
2023-03-29 15:41:10.294,2821.8466796875,759.1304931640625,4198.800201416016,15.899999618530273,3600,0.8,83.5,13.512619972229004,96,1177,3,0,0,14.462332725524902,387.4661865234375,0,1,0.4026858799,14.059646845624902,84.27959942567891,84.27959942567891,0.77959942567891
2023-03-29 15:41:13.016,2820.4482421875,760.3469848632812,4198.800201416016,15.899999618530273,3600,0.8,83.39999389648438,13.467384338378906,96,1172,3,0,0,14.488893508911133,387.51617431640625,2,1,0.4009655441,14.087927964811133,84.17371830892333,84.27750283909539,0.8775089426110156
2023-03-29 15:41:15.801,2816.25341796875,760.3469848632812,4204.800109863281,15.899999618530273,3600,0.8,83.5,13.467384338378906,96,1178,3,0,0,14.480039596557617,387.566162109375,5,1,0.40303397890000003,14.077005617657617,84.06748964417794,84.27334429921294,0.7733442992129369
2023-03-29 15:41:19.593,2816.25341796875,762.171875,4200.0,15.899999618530273,3600,0.8,83.5,13.39952278137207,96,1170,3,0,0,14.462332725524902,387.6328125,9,1,0.4002814333,14.062051292224902,83.96266158765904,84.26719236934352,0.767192369343519
2023-03-29 15:41:22.330,2816.25341796875,760.3469848632812,4200.0,16.0,3600,0.8,83.5,13.567383766174316,96,1174,3,0,0,14.471185684204102,387.6661376953125,12,1,0.4016577061,14.069527978104102,84.1575106186583,84.26502052516591,0.7650205251659088
2023-03-29 15:41:29.597,2813.45654296875,759.7388305664062,4203.000183105469,16.0,3600,0.8,83.5,13.589999198913574,96,1170,3,0,0,14.453479766845703,387.7994384765625,19,1,0.4002814333,14.053198333545703,84.12240000618864,84.26219644967648,0.7621964496764804
2023-03-29 15:41:32.542,2810.659912109375,761.5635375976562,4198.800201416016,16.0,3600,0.8,83.39999389648438,13.522146224975586,96,1173,3,0,0,14.462332725524902,387.84942626953125,22,1,0.4013096071,14.061023118424902,83.94757658703504,84.25596655899213,0.8559726625077531
2023-03-29 15:41:36.056,2812.058349609375,760.955322265625,4200.600128173828,16.0,3600,0.8,83.39999389648438,13.54476261138916,96,1171,3,0,0,14.453479766845703,387.8994140625,25,1,0.4006254963,14.052854270545703,84.01731555373746,84.2512409524714,0.8512470559870309
2023-03-29 15:41:39.009,2807.86328125,757.9139404296875,4205.3997802734375,16.0,3600,0.8,83.5,13.657857894897461,96,1171,3,0,0,14.435771942138672,387.94940185546875,28,1,0.4006254963,14.035146445838672,84.08875337642435,84.24802348289451,0.74802348289451
2023-03-29 15:42:03.120,2800.87158203125,760.3469848632812,4196.999816894531,16.0,3600,0.8,83.5,13.567383766174316,96,1172,3,0,0,14.391505241394043,388.34930419921875,52,1,0.4009655441,13.990539697294043,83.77462170961725,84.23864949972469,0.7386494997246871
